,FTE,Facility_or_Department,Function,Function_Description,Fund_Description,Job_Title_Description,Location_Description,Object_Description,Object_Type,Operating_Status,Position_Extra,Position_Type,Pre_K,Program_Description,Reporting,Sharing,Student_Type,SubFund_Description,Sub_Object_Description,Text_1,Text_2,Text_3,Text_4,Total,Use
811,1,'All Campus Payroll','Teacher Compensation','Instruction','General Operating Fund','NINTH GRADE SPECIALIST','School ','Salaries And Wages For Teachers And Other Professi','Base Salary/Compensation','PreK-12 Operating','TEACHER BACHELOR','Teacher','Non PreK',"'""Title I, Part A Schoolwide Activities Related To State Comp'",'School','School Reported','At Risk','State Ed. Allotment','Salaries And Wages For Teachers And Other Professi','REGULAR PAY',nan,nan,nan,54958.83566,'Instruction'
812,nan,nan,'Substitute Compensation',nan,nan,nan,nan,nan,'Substitute Compensation','PreK-12 Operating',nan,'Substitute','NO_LABEL',nan,'Non-School','NO_LABEL','NO_LABEL',nan,nan,nan,nan,nan,nan,6384.63,'Instruction'
813,nan,'All Campus Payroll','Substitute Compensation','Instruction','General Operating Fund','TEACHER SUBSTITUTE POOL','School ','Salaries And Wages For Substitute Professionals','Substitute Compensation','PreK-12 Operating','DEGREED SUBSTITUTE','Substitute','Non PreK','Bilingual Education And Special Language Programs','School','School Reported','Unspecified','Operations','Salaries And Wages For Substitute Teachers','REGULAR PAY',nan,nan,nan,94.27798611,'Instruction'
814,nan,nan,'Facilities & Maintenance','NON-PROJECT',nan,"'Supv, Welding/Sheet Metal '",'MAINTENANCE','EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-OTHER','Coordinator/Manager','NO_LABEL','MAINTENANCE - WELDING/SHEETMTL','Non-School','Shared Services','Unspecified','LEVY OVERRIDE',nan,'OPERATION AND MAINT OF PLANT','MAINTENANCE','n/a',nan,844.81,'O&M'
815,nan,nan,'Insurance','School Leadership','Campus Activity Funds',nan,'School ','Insurance And Bonding Costs','Other Non-Compensation','PreK-12 Operating',nan,'NO_LABEL','Non PreK','Undistributed','School','School Reported','Unspecified',nan,'Insurance And Bonding Costs',nan,nan,nan,nan,99.72,'Business Services'
816,nan,nan,'Physical Health & Services','TITLE VI-IDEA B-MAIN',nan,'Occ/Physical Therapist Tech ','SPECIAL EDUCATION','EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PARAPROFESSIONAL','Physical Therapist','NO_LABEL','SPECIAL EDUCATION','Non-School','School on Central Budgets','Special Education','FEDERAL GDPG FUND - FY ',nan,'SPECIAL EDUCATION',nan,'n/a',nan,3009.52,'Pupil Services & Enrichment'
817,nan,nan,'Substitute Compensation','UNALLOC BUDGETS/SCHOOLS',nan,"'Teacher,Retrd Shrt Term Sub '",nan,'EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Substitute','NO_LABEL','GENERAL HIGH SCHOOL EDUCATION','School','School Reported','Unspecified','GENERAL FUND',nan,'REGULAR INSTRUCTION','TEACHER SUBS','Regular',nan,16.44,'Instruction'
818,nan,'Child Nutrition','Food Services','Food Services (Child Nutrition Fund Only)','National School Breakfast And Lunch Program',"'CAFETERIA EMPLOYEE, FOOD SERV.'",'School ','Extra Duty Pay/Overtime For Support Personnel','Other Compensation/Stipend','PreK-12 Operating','ELEM MGR MED SIZE  ','Other','PreK','Undistributed','School','Shared Services','Unspecified','Child Nutrition','Extra Duty Pay/Overtime For Support Personnel','OVERTIME',nan,nan,'Undistributed',454.04,'O&M'
819,1,'Warehousing',"'Finance, Budget, Purchasing & Distribution'",'Facilities Maintenance And Operations','General Operating Fund',"'WAREHOUSEMEN,CENTRAL RECEIVING'",'Undistributed','Salaries Or Wages For Support Personnel','Base Salary/Compensation','PreK-12 Operating','WAREHOUSE SUPER ','Other','Non PreK','Undistributed','Non-School','Leadership & Management','Unspecified','Operations','Salaries Or Wages For Support Personnel','REGULAR PAY',nan,nan,nan,37172.21852,'Business Services'
820,0,nan,'Enrichment',nan,'General Purpose School',nan,nan,'Personal Services - Teachers','Other Compensation/Stipend','PreK-12 Operating','CCOACH CERT TCHRACCT','Club Advisor/Coach','Non PreK','Instruction - Regular','School','School Reported','Unspecified',nan,nan,nan,nan,nan,'Regular Instruction',2523.6,'Pupil Services & Enrichment'
821,nan,'RTTT Administrative Expense   ','Research & Accountability',"'PLANNING,RES,DEV,& EVAL       '",'ARRA - RACE TO THE TOP        ',nan,'CURRICULUM AND INSTR          ','OUT OF COUNTY TRAVEL          ','Travel & Conferences','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','COMMUNITY PRACTICE COMMON CORE','Non-School','Leadership & Management','Unspecified',nan,nan,'RACE TO THE TOP               ',nan,nan,nan,23.63,'Leadership'
822,nan,nan,'Curriculum Development','Instruction And Curriculum Development Services *','Special Trust',nan,nan,'Memberships in a Professional Organization','Other Non-Compensation','PreK-12 Operating',nan,'Non-Position','Non PreK',nan,'School','School Reported','Unspecified','Support Services - Instructional Staff','Dues And Fees *','UNIVERSITY',nan,nan,nan,-730.54,'ISPD'
823,nan,nan,'Utilities','NON-PROJECT',nan,'(blank)',nan,'SEWER FEES','Rent/Utilities','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','CARE & UPKEEP OF BLDG SERVICES','School','School Reported','Unspecified','GENERAL FUND',nan,'OPERATION AND MAINT OF PLANT','OPERATIONS - UTILITIES','Regular',nan,3477.7,'O&M'
824,nan,nan,'Physical Health & Services','IDEA ARRA',nan,'Physical Therapist ','SPECIAL EDUCATION','EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Physical Therapist','NO_LABEL','SPECIAL EDUCATION-PT','Non-School','School on Central Budgets','Special Education','ARRA - STIMULUS',nan,'SPECIAL EDUCATION',nan,'n/a',nan,336.93,'Pupil Services & Enrichment'
825,nan,'Instruction And Curriculum','Parent & Community Relations','Community Services',"'""Title  Part A Improving Basic Programs""'",nan,'School ','General Supplies','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','Non PreK',"'""Title I, Part A Schoolwide Activities Related To State Comp'",'School','School Reported','Poverty',nan,'General Supplies',nan,'SUPPLIES & MATERIALS',nan,'Parent Involvement',537.02,'Pupil Services & Enrichment'
826,nan,nan,'Physical Health & Services','SPECIAL EDUCATION - ITINERANT',nan,'Speech Language Pathologst ','SPECIAL EDUCATION','EMPLOYER PD MED CONTRIBUTION','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Speech Therapist','NO_LABEL','SPECIAL EDUCATION-S/L','Non-School','School on Central Budgets','Special Education','GENERAL FUND',nan,'SPECIAL EDUCATION',nan,'n/a',nan,251.21,'Pupil Services & Enrichment'
827,nan,nan,'Instructional Materials & Supplies','BASIC (FEFP K-12)             ','GENERAL FUND                  ',"'TEACHER, SECOND               '",'School ','SUPPLIES                      ','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL',nan,'School','School Reported','Unspecified',nan,nan,'TEACHER LEAD                  ',nan,nan,nan,183.36,'Instruction'
828,1,nan,'Aides Compensation',nan,'General Fund','Instructional Paraprofessional',nan,nan,'NO_LABEL','PreK-12 Operating','SCHOOL ASST - KDG ','TA','NO_LABEL','KINDERGARTEN','School','School Reported','NO_LABEL',nan,nan,nan,nan,nan,nan,26932.19,'Instruction'
829,1,nan,'Facilities & Maintenance',nan,'General Purpose School','CUSTODIAN',nan,'Personal Services - Custodians','Base Salary/Compensation','PreK-12 Operating','CUSTODIAN','Custodian','Non PreK','Operations','School','School Reported','Unspecified',nan,nan,nan,nan,nan,'Operation of Plant',26201.70243,'O&M'
830,nan,nan,'Facilities & Maintenance','Care and Upkeep of Building Services','General',nan,nan,'Garbage Removal and Cleaning Services','Contracted Services','PreK-12 Operating',nan,'Non-Position','Non PreK',nan,'Non-School','Shared Services','Unspecified','Operation and Maintenance of Plant Services','Property Services (Other Than Utilities) *','FACILITIES ADMINISTRATION',nan,nan,nan,164125.62,'O&M'
831,nan,nan,'Untracked Budget Set-Aside','Direction Of Support Services - Pupils *','Special Trust',nan,nan,'Advertising','Contracted Services','PreK-12 Operating',nan,'Non-Position','Non PreK',nan,'School','School Reported','Unspecified','Support Services--Pupils','Communications *',nan,nan,nan,nan,-250.29,'Untracked Budget Set-Aside'
832,nan,nan,'Data Processing & Information Services','EMPLOYEE RETIREMENT',nan,'Lead Operator-Computer Ctr ','IST - SYSTEMS SUPPORT','RETIREMENT CONTRIB.','Benefits','PreK-12 Operating','UNDESIGNATED','Coordinator/Manager','NO_LABEL','EMPLOYEE BENEFITS','Non-School','School on Central Budgets','Unspecified','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,678.11,'Business Services'
833,1,nan,'Professional Development',nan,'General Purpose School','TCHER PROJECT GRAD',nan,'Personal Services - Teachers','Base Salary/Compensation','PreK-12 Operating','TEACHER','Instructional Coach','Non PreK','Instruction - Regular','Non-School','School on Central Budgets','Unspecified',nan,nan,nan,nan,nan,'Project Grad',47365.65,'ISPD'
834,nan,nan,'Curriculum Development','NON-PROJECT',nan,"'Teacher, Secondary (High) '",'LEADERSHIP DEVELOPMENT','CONTRA BENEFITS','Benefits','PreK-12 Operating','UNDESIGNATED','Teacher','NO_LABEL','EMPLOYEE BENEFITS','Non-School','Shared Services','Unspecified','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,-76.31,'ISPD'
835,nan,nan,'Instructional Materials & Supplies','High School','General',nan,nan,'Classroom Supplies','Supplies/Materials','PreK-12 Operating',nan,'Non-Position','Non PreK',nan,'School','School Reported','Unspecified','Regular Instruction','General Supplies *','SCHOOL BASED MANAGEMENT',nan,nan,nan,4068.82,'Instruction'
836,nan,'Instruction And Curriculum','Professional Development','Instruction',"'""Title  Part A Improving Basic Programs""'",'SKILLS SPECIALIST','School ','Salaries And Wages For Teachers And Other Professi','Other Compensation/Stipend','PreK-12 Operating','TEACHER BACHELOR','Instructional Coach','Non PreK',"'""Title I, Part A Schoolwide Activities Related To State Comp'",'School','School Reported','Poverty',"'""Title  Part A Improving Basic Programs""'",'Extended Week','EXTENDED DAYS',nan,nan,nan,nan,'ISPD'
837,nan,nan,'NO_LABEL','PREKINDERGARTEN               ','CONVERSION CHARTER SCHOOLS    ','TEACHER ASSISTANT-PK EARLY INT','CHARTER','BONUSES                       ','NO_LABEL',"'Operating, Not PreK-12'",nan,'NO_LABEL','NO_LABEL',nan,'NO_LABEL','NO_LABEL','NO_LABEL',nan,nan,nan,nan,nan,nan,nan,'NO_LABEL'
838,nan,'USING DATA HUMAN CAPITAL DECIS','Professional Development','INST STAFF TRAINING SVCS      ','ARRA - RACE TO THE TOP        ','ASSISTANT PRINCIPAL I-HIGH    ','CHIEF ACADEMIC OFFICER        ','WORKSHOP PARTICIPANT          ','Other Compensation/Stipend','PreK-12 Operating',nan,'Vice Principal','NO_LABEL',nan,'Non-School','Shared Services','Unspecified',nan,nan,'RACE TO THE TOP               ',nan,nan,nan,105.16,'ISPD'
839,1,nan,'Security & Safety',nan,nan,'SECURITY ASSISTANT','SECURITY',nan,'Base Salary/Compensation','PreK-12 Operating',nan,'School Monitor/Security','NO_LABEL',nan,'Non-School','Leadership & Management','Unspecified','LOCAL',nan,nan,'SECURITY SERVICES',nan,nan,55291.83669,'O&M'
840,nan,'Transportation Department','Student Transportation','Transportation','General Operating Fund',"'TEACHER, VOCATIONAL EDUCATION'",'Unallocated','Extra Duty Pay/Overtime For Support Personnel','Other Compensation/Stipend','PreK-12 Operating','BUS DRIVER','Teacher','Non PreK','Undistributed','Non-School','Shared Services','Unspecified','Operations','Extra Duty Pay/Overtime For Support Personnel','ADDL REGULAR PAY-NOT SMOOTHED',nan,nan,'transportation - aides',8189.381513,'O&M'
841,nan,'Custodial Department','Facilities & Maintenance','Facilities Maintenance And Operations','General Operating Fund','CUSTODIAN REGULAR','School ','Extra Duty Pay/Overtime For Support Personnel','Other Compensation/Stipend','PreK-12 Operating','HEAD CUS MIDDLE SCHOOL ','Custodian','Non PreK','Undistributed','School','School Reported','Unspecified','Operations','Extra Duty Pay/Overtime For Support Personnel','ADDL REGULAR PAY-NOT SMOOTHED',nan,nan,nan,173.4,'O&M'
842,nan,nan,'School Supervision','NON-PROJECT',nan,"'Supt, Instructional '",nan,'SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','ADMINISTRATOR','Area Officers','NO_LABEL','SUPPORT SERVICES-INSTRUCTIONAL','Non-School','Leadership & Management','Unspecified','GENERAL FUND',nan,'INSTRUCTIONAL STAFF','INSTRUCTIONAL SUPPORT TEAMS','n/a',nan,21580.66368,'Leadership'
843,nan,nan,'NO_LABEL','Instruction And Curriculum Development Services *','Special Trust',nan,nan,'Other Professional and Technical Services','NO_LABEL','Non-Operating',nan,'NO_LABEL','NO_LABEL',nan,'NO_LABEL','NO_LABEL','NO_LABEL','Support Services - Instructional Staff','Professional And Technical Services *','ITEMS-VARIOUS GRANTS',nan,nan,nan,-3250.13,'NO_LABEL'
844,0.65,'Warehousing',"'Finance, Budget, Purchasing & Distribution'",'Facilities Maintenance And Operations','General Operating Fund',"'WAREHOUSEMEN,CENTRAL RECEIVING'",'Undistributed','Salaries Or Wages For Support Personnel','Base Salary/Compensation','PreK-12 Operating','CAMPUS MONITOR','Other','Non PreK','Undistributed','Non-School','Leadership & Management','Unspecified','Operations','Salaries Or Wages For Support Personnel','REGULAR PAY',nan,nan,nan,13012.45227,'Business Services'
845,nan,nan,'Instructional Materials & Supplies','INSTRUCTION','General Fund',nan,nan,'SUPPLIES','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','KINDERGARTEN','School','School Reported','NO_LABEL',"'KINDERGARTEN, QBE'",nan,nan,nan,nan,nan,-501.6,'Instruction'
846,nan,nan,'Data Processing & Information Services','EMPLOYEE RETIREMENT',nan,'Educ Tech Specialist III ',nan,'RETIREMENT CONTRIB.','Benefits','PreK-12 Operating','UNDESIGNATED','Other','NO_LABEL','EMPLOYEE BENEFITS','Non-School','School on Central Budgets','Unspecified','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,1016.28,'Business Services'
847,0.2,nan,'Social & Emotional',nan,'General Fund','School Social Worker',nan,nan,'NO_LABEL','PreK-12 Operating','SCHOOL SOCIAL WORKER ','Social Worker','NO_LABEL','Misc','School','School Reported','NO_LABEL',nan,nan,nan,nan,nan,nan,78469.32,'NO_LABEL'
848,nan,nan,'Library & Media','EDUCATIONAL MEDIA SERVICE','General Fund',nan,'ADMIN. SERVICES','PURCHASED PROFESSIONAL AND TECH SVCS-OTHER FEES','Contracted Services','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','MEDIA CENTERS','Non-School','Leadership & Management','NO_LABEL','MEDIA CENTERS',nan,nan,nan,nan,nan,1895.2,'Instruction'
849,nan,nan,'Physical Health & Services','TITLE VI-IDEA B-MAIN',nan,'Physical Therapist ','SPECIAL EDUCATION','EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Physical Therapist','NO_LABEL','SPECIAL EDUCATION-PT','Non-School','School on Central Budgets','Special Education','FEDERAL GDPG FUND - FY ',nan,'SPECIAL EDUCATION',nan,'n/a',nan,403.88,'Pupil Services & Enrichment'
850,nan,'Gifted And Talented','Facilities & Maintenance','Facilities Maintenance And Operations','General Operating Fund','CUSTODIAN REGULAR','Unallocated','Extra Duty Pay/Overtime For Support Personnel','Other Compensation/Stipend','PreK-12 Operating','ANY CUS WHO IS NOT A SUPER ','Custodian','Non PreK','Gifted And Talented','Non-School','Leadership & Management','Gifted','Operations','Extra Duty Pay/Overtime For Support Personnel','ADDL REGULAR PAY-NOT SMOOTHED',nan,nan,nan,5.29,'O&M'
851,nan,nan,'Professional Development','TITLE I A - ARRA',nan,"'Teacher,Retrd Shrt Term Sub '",'TEACHER LEARNING & LEADERSHIP','EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Substitute','NO_LABEL','INSTRUCTIONAL STAFF TRAINING','Non-School','School on Central Budgets','Poverty','ARRA - STIMULUS',nan,'INSTRUCTIONAL STAFF','TEACHER LEARNING & LEADERSHIP','n/a',nan,11.92,'ISPD'
852,nan,nan,'Social & Emotional','NON-PROJECT',nan,'Psychologist ',nan,'EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Psychologist','NO_LABEL','PSYCHOLOGICAL SERVICES','School','School Reported','Unspecified','GENERAL FUND',nan,'STUDENTS',nan,'Regular',nan,5211.07,'Pupil Services & Enrichment'
853,0.24,'All Campus Payroll','School Administration','School Leadership','General Operating Fund',"'CLERICAL, SCHOOL ADMIN.'",'School ','Salaries Or Wages For Support Personnel','Base Salary/Compensation','PreK-12 Operating','SECRETARY','Sec/Clerk/Other Admin','Non PreK','Undistributed','School','School Reported','Unspecified','Operations','Salaries Or Wages For Support Personnel','REGULAR PAY',nan,nan,'Undistributed',7276.658697,'Leadership'
854,nan,nan,'Facilities Planning',"'PLANNING,RES,DEV,& EVAL       '",'GENERAL FUND                  ',nan,'GROWTH                        ','IN-COUNTY TRAVEL              ','Travel & Conferences','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL',nan,'Non-School','Leadership & Management','Unspecified',nan,nan,'GROWTH                        ',nan,nan,nan,615.85,'Business Services'
855,nan,nan,'NO_LABEL','Other Community Services *','Title I - Disadvantaged Children/Targeted Assistance',nan,nan,'Purchased Services','NO_LABEL','Non-Operating',nan,'NO_LABEL','NO_LABEL',nan,'NO_LABEL','NO_LABEL','NO_LABEL','Community Services','Purchased Services','TITLE I - PARENT INVOLVEM',nan,nan,nan,1761.23,'NO_LABEL'
856,nan,nan,'Recruitment','NEW TEACHER RECRUITMENT',nan,"'Teacher, Short Term Sub '",'HUMAN RESOURCES','ADDITIONAL/EXTRA DUTY PAY/STIP','Other Compensation/Stipend','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Substitute','NO_LABEL','SUPPORT SERVICES-INSTRUCTIONAL','Non-School','Shared Services','Unspecified','DISTRICT SPECIAL REVENUE FUNDS',nan,'INSTRUCTIONAL STAFF','HUMAN RESOURCES RECRUITMENT','n/a',nan,37.95672,'ISPD'
857,nan,'Instruction And Curriculum','NO_LABEL','School Leadership',"'""Title  Part A Improving Basic Programs""'","'TEACHER, ESL KINDERGARTEN'",'Summer School','Salaries And Wages For Teachers And Other Professi','NO_LABEL','Non-Operating','TEACHER BACHELOR','NO_LABEL','NO_LABEL',"'""Title I, Part A Schoolwide Activities Related To State Comp'",'NO_LABEL','NO_LABEL','NO_LABEL',"'""Title  Part A Improving Basic Programs""'",'Extended Year','EXTENDED YEAR',nan,nan,nan,3035.672171,'NO_LABEL'
858,1,nan,'Parent & Community Relations',nan,'General Fund','School Liaison',nan,nan,'NO_LABEL','PreK-12 Operating','BILINGUAL','Other','NO_LABEL','Misc','School','School Reported','NO_LABEL',nan,nan,nan,nan,nan,nan,25744.67,'NO_LABEL'
859,0,nan,"'Finance, Budget, Purchasing & Distribution'",nan,'General Purpose School',nan,'District Wide Resources','Personal Services - Other Compensation','Base Salary/Compensation','PreK-12 Operating','TIME CARDS','Other','Non PreK','District Administration','Non-School','Leadership & Management','Unspecified',nan,nan,nan,nan,nan,'Fiscal Services',937.8039859,'Business Services'
