,FTE,Facility_or_Department,Function,Function_Description,Fund_Description,Job_Title_Description,Location_Description,Object_Description,Object_Type,Operating_Status,Position_Extra,Position_Type,Pre_K,Program_Description,Reporting,Sharing,Student_Type,SubFund_Description,Sub_Object_Description,Text_1,Text_2,Text_3,Text_4,Total,Unnamed: 0
791,nan,nan,'Parent & Community Relations','VOLUNTEER SERVICES',nan,'(blank)','SCHOOL/COMMUNITY PARTNERSHIPS','DUES AND FEES','Other Non-Compensation','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','COMMUNITY RELATIONS','Non-School','Leadership & Management','Unspecified','GENERAL FUND',nan,'GENERAL ADMINISTRATION',nan,'n/a',nan,102.89,231240
792,nan,nan,'Physical Health & Services','SPECIAL EDUCATION - ITINERANT',nan,'Speech Language Pathologst ','SPECIAL EDUCATION','EMPLOYER PD MED CONTRIBUTION','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Speech Therapist','NO_LABEL','SPECIAL EDUCATION-S/L','Non-School','School on Central Budgets','Special Education','GENERAL FUND',nan,'SPECIAL EDUCATION',nan,'n/a',nan,251.21000000000001,231527
793,nan,nan,'Student Assignment','NON-PROJECT',nan,"'Coordinator, Central Curr '",'SCHOOL CHOICE','ADDITIONAL/EXTRA DUTY PAY/STIP','Other Compensation/Stipend','PreK-12 Operating','ADMINISTRATOR','Coordinator/Manager','NO_LABEL',"'PLANNING,RESEARCH,DEVELOPMENT'",'Non-School','Leadership & Management','Unspecified','GENERAL FUND',nan,'CENTRAL',nan,'n/a',nan,548.27999999999997,231902
794,0.0,nan,'Substitute Compensation','INST STAFF TRAINING SVCS      ','GENERAL FUND                  ','SUB TEACHER ALL               ','School ','OTHER PERSONAL SERVICES       ','Substitute Compensation','PreK-12 Operating',nan,'Substitute','NO_LABEL',nan,'School','School Reported','Unspecified',nan,nan,'TEACHER TRAINING              ',nan,nan,nan,81.200000000000003,232162
795,nan,nan,'Teacher Compensation','MONTESSORI TUITION BASED',nan,"'Teacher, Elementary '",nan,'EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','PreK','GENERAL ELEMENTARY EDUCATION','School','School Reported','PreK','DISTRICT SPECIAL REVENUE FUNDS',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,550.93000000000018,232170
796,nan,nan,'Instructional Materials & Supplies','INSTRUCTION','General Fund',nan,nan,'PURCHASE OF EQUIPMENT-OTHER THAN BUSES AND COMPUTE','Equipment & Equipment Lease','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','PRIMARY GRADES PROGRAM ','School','School Reported','NO_LABEL','PRIMARY GRADES PROGRAM ',nan,nan,nan,nan,nan,149.86000000000001,232393
797,nan,nan,'Student Assignment','NON-PROJECT',nan,'Office Support II ','ADMISSIONS AND STUDENT RECORDS','EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','OFFICE/ADMINISTRATIVE SUPPORT','Sec/Clerk/Other Admin','NO_LABEL','STUDENT RECORDS','Non-School','Leadership & Management','Unspecified','GENERAL FUND',nan,'STUDENTS','PUPIL RECORDS','n/a',nan,764.66999999999996,232535
798,nan,nan,'Career & Academic Counseling','NON-PROJECT',nan,"'Student Advisor, Midd Sch '",nan,'EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Guidance Counselor','NO_LABEL','GUIDANCE SERVICES','School','School Reported','Unspecified','GENERAL FUND',nan,'STUDENTS',nan,'Turnaround',nan,5362.6500000000015,232886
799,nan,nan,'Teacher Compensation','ESL',nan,"'Teacher, Elementary '",nan,'EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','GENERAL K-8 EDUCATION','School','School Reported','ELL','GENERAL FUND',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,4651.0600000000004,233079
800,1.0,nan,'Teacher Compensation','Elementary','General',"'TCHR, K-8 PRIMARY (GR '",'EN OTH CERTIFICATED PERSON','Regular *','Base Salary/Compensation','PreK-12 Operating',nan,'Teacher','Non PreK',nan,'School','School Reported','Unspecified','Regular Instruction','Certificated Employees Salaries And Wages','SCHOOL BASED MANAGEMENT','TEACHER',nan,nan,95105.214966300002,233445
801,nan,'Instruction And Curriculum','School Administration','School Leadership','Head Start','SCHOOL PRINCIPAL','School ','Employee Allowances','Travel & Conferences','PreK-12 Operating','ELEM/INTER ASST PRINCIPAL','Vice Principal','PreK','PRE-K','School','School Reported','Unspecified','Head Start','Travel Allowances','TRAVEL',nan,nan,'Regular Salary',521.01807613099993,233625
802,nan,nan,'Student Assignment','NON-PROJECT',nan,"'Exec Dir,Off of New Schl '",'SCHOOL CHOICE','CONTRA BENEFITS','Benefits','PreK-12 Operating','UNDESIGNATED','Coordinator/Manager','NO_LABEL','EMPLOYEE BENEFITS','Non-School','Shared Services','Unspecified','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,-162.46000000000001,234210
803,1.0,nan,'Teacher Compensation',nan,'General Purpose School','TCHER 1ST GRADE',nan,'Personal Services - Teachers','Base Salary/Compensation','PreK-12 Operating','TEACHER','Teacher','Non PreK','Instruction - Regular','School','School Reported','Unspecified',nan,nan,nan,nan,nan,'Regular Instruction',60310.919999999998,234994
804,nan,nan,'School Administration','SCH ADMIN (OFFICE OF PRINC)   ','GENERAL FUND                  ','ASSISTANT PRINCIPAL I-ELEM    ','School ','BONUSES                       ','Other Compensation/Stipend','PreK-12 Operating',nan,'Vice Principal','NO_LABEL',nan,'School','School Reported','Unspecified',nan,nan,'SCHOOL RECOGNITION            ',nan,nan,nan,842.22000000000003,235176
805,nan,nan,'NO_LABEL','Disadvantaged Youth *','Title I - Disadvantaged Children/Targeted Assistance',nan,nan,'Personal Services - Employees Salaries and Wages','NO_LABEL','Non-Operating',nan,'NO_LABEL','NO_LABEL',nan,'NO_LABEL','NO_LABEL','NO_LABEL','Special Instruction','Personal Services - Employees Salaries And Wages','TITLE  SCHOOLWIDE',nan,nan,nan,1348.77,235184
806,nan,nan,'Other Non-Compensation','BASIC (FEFP K-12)             ','GENERAL FUND                  ',nan,'School ','DUES AND FEES                 ','Other Non-Compensation','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL',nan,'School','School Reported','Unspecified',nan,nan,'BAND                          ',nan,nan,nan,212.66,235428
807,nan,nan,'Physical Health & Services','REVITALIZATION',nan,'Speech Language Pathologst ','SPECIAL EDUCATION','ADDITIONAL/EXTRA DUTY PAY/STIP','Other Compensation/Stipend','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Speech Therapist','NO_LABEL','INSTRUCTIONAL STAFF TRAINING','Non-School','School on Central Budgets','Special Education',' MILL LEVY',nan,'INSTRUCTIONAL STAFF','INSTRUCTIONAL PROFESSIONAL DEV','n/a',nan,71.042159999999996,236003
808,nan,nan,'Teacher Compensation','ESL',nan,"'Teacher, Elementary '",nan,'EMPLOYER PD MED CONTRIBUTION','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','GENERAL ELEMENTARY EDUCATION','School','School Reported','ELL','GENERAL FUND',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,504.32999999999998,236280
809,nan,nan,'Professional Development','EMPLOYEE RETIREMENT',nan,'Educational Pro-Tech ','TEACHER LEARNING & LEADERSHIP','RETIREMENT CONTRIB.','Benefits','PreK-12 Operating','UNDESIGNATED','Instructional Coach','NO_LABEL','EMPLOYEE BENEFITS','Non-School','School on Central Budgets','Unspecified','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,557.86000000000001,236551
810,nan,nan,'Curriculum Development','IMPROVEMENT OF INSTR SERV','General Fund',nan,'ADMIN. SERVICES','SUPPLIES','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','Misc','Non-School','Leadership & Management','NO_LABEL','MISCELLANEOUS',nan,nan,nan,nan,nan,159.98000000000005,236585
811,nan,nan,'Aides Compensation','EMPLOYEE RETIREMENT',nan,'ELA General Assignment ',nan,'RETIREMENT CONTRIB.','Benefits','PreK-12 Operating','UNDESIGNATED','TA','NO_LABEL','EMPLOYEE BENEFITS','School','School Reported','ELL','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,278.67000000000002,236951
812,0.0,'SPEECH','Physical Health & Services',nan,'General Purpose School','TCHER SPEECH/LANGUAGE','District Wide Resources','Personal Services - Speech Pathologists','Base Salary/Compensation','PreK-12 Operating','TEACHER - S.E.  DAYS','Speech Therapist','Non PreK','Instruction - SPED','Non-School','School on Central Budgets','Special Education',nan,nan,nan,nan,nan,'Special Education Instruction',12304.120000000001,236989
813,nan,nan,'Library & Media','EDUCATIONAL MEDIA SERVICE','General Fund',nan,nan,'SUPPLIES','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','MEDIA CENTERS','School','School Reported','NO_LABEL','MEDIA CENTERS',nan,nan,nan,nan,nan,39.75,237228
814,nan,nan,'Special Population Program Management & Support','IMPROVEMENT OF INSTR SERV','General Fund',nan,'ADMIN. SERVICES','SUPPLIES','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','Misc','Non-School','Shared Services','NO_LABEL','MISCELLANEOUS',nan,nan,nan,nan,nan,729.38999999999999,237313
815,nan,nan,'Professional Development','SPECIAL ED. - SEVERE NEEDS',nan,"'Teacher, Itinerant '",'SPECIAL EDUCATION','ADDITIONAL/EXTRA DUTY PAY/STIP','Other Compensation/Stipend','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','INSTRUCTIONAL STAFF TRAINING','Non-School','Shared Services','Special Education','GENERAL FUND',nan,'INSTRUCTIONAL STAFF','SEVERE DISABILITIES','n/a',nan,94.26288000000001,237406
816,nan,nan,'School Administration','NON-PROJECT',nan,'Asst Principal',nan,'CONTRA BENEFITS','Benefits','PreK-12 Operating','UNDESIGNATED','Vice Principal','NO_LABEL','EMPLOYEE BENEFITS','School','School Reported','Unspecified','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,-363.24000000000001,237516
817,nan,nan,'Facilities & Maintenance','NON-PROJECT',nan,'Custodial Helper - Day ',nan,'EMPLOYEE BENEFITS','Benefits','PreK-12 Operating',"'CRAFTS, TRADES, AND SERVICES'",'Custodian','NO_LABEL','CARE & UPKEEP OF BLDG SERVICES','School','School Reported','Unspecified','GENERAL FUND',nan,'OPERATION AND MAINT OF PLANT','CUSTODIAL-SCHOOLS','Regular',nan,nan,237546
818,nan,nan,'Facilities & Maintenance','MAINTENANCE AND OPERATING','General Fund',nan,'ADMIN. SERVICES','REPAIR AND MAINTENANCE SERVICES','Other Non-Compensation','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','Misc','Non-School','Shared Services','NO_LABEL','MISCELLANEOUS',nan,nan,nan,nan,nan,1005.53,237851
819,nan,nan,'Professional Development','ALIGNING TEACHER PERFORMANCE',nan,'Psychologist ','TEACHER EFFECTIVENESS','ADDITIONAL/EXTRA DUTY PAY/STIP','Other Compensation/Stipend','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Psychologist','NO_LABEL','STAFF SERVICES','Non-School','School on Central Budgets','Unspecified','DISTRICT SPECIAL REVENUE FUNDS',nan,'CENTRAL','TEACHER EFFECTIVENESS','n/a',nan,44.32,238072
820,1.0,nan,'School Supervision',nan,'General Fund','Building Custodian II','ADMIN. SERVICES',nan,'NO_LABEL','PreK-12 Operating','BUILDING CUSTODIAN ','Custodian','NO_LABEL','Misc','Non-School','Shared Services','NO_LABEL',nan,nan,nan,nan,nan,nan,61404.089999999997,238502
821,0.084524133462899997,nan,'Aides Compensation','NON-PROJECT',nan,'ELA Reading & Writing Para ',nan,'SALARIES OF PART TIME EMPLOYEE','Base Salary/Compensation','PreK-12 Operating','PARAPROFESSIONAL','TA','NO_LABEL','GENERAL MIDDLE/JUNIOR HIGH SCH','School','School Reported','ELL','GENERAL FUND',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,1495.9027868999999,238720
822,nan,nan,'Aides Compensation','SPECIAL ED. - SEVERE NEEDS',nan,'Elementary Spec Ed Para ',nan,'EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PARAPROFESSIONAL','TA','NO_LABEL','SPECIAL EDUCATION','School','School Reported','Special Education','GENERAL FUND',nan,'SPECIAL EDUCATION','SEVERE DISABILITIES','Regular',nan,3608.75,238881
823,nan,nan,'Substitute Compensation','NON-PROJECT',nan,"'Teacher, Short Term Sub '",nan,'EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Substitute','NO_LABEL','INSTRUCTIONAL STAFF TRAINING','School','School Reported','Unspecified','GENERAL FUND',nan,'INSTRUCTIONAL STAFF',nan,'Regular',nan,1.6799999999999999,239210
824,1.0,'Security Department','Security & Safety','Security And Monitoring Services','General Operating Fund','SECURITY OFFICER','Undistributed','Salaries Or Wages For Support Personnel','Base Salary/Compensation','PreK-12 Operating','POLICE PATROL MAN','School Monitor/Security','Non PreK','Undistributed','Non-School','School on Central Budgets','Unspecified','Operations','Salaries Or Wages For Support Personnel','REGULAR PAY',nan,nan,nan,41311.708503699992,239514
825,nan,nan,'Instructional Materials & Supplies','High School','General',nan,nan,'Classroom Supplies','Supplies/Materials','PreK-12 Operating',nan,'Non-Position','Non PreK',nan,'School','School Reported','Unspecified','Regular Instruction','General Supplies *','SCHOOL BASED MANAGEMENT',nan,nan,nan,4068.8200000000002,239755
826,nan,nan,'Social & Emotional','NON-PROJECT',nan,'Psychologist ',nan,'EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Psychologist','NO_LABEL','PSYCHOLOGICAL SERVICES','School','School Reported','Unspecified','GENERAL FUND',nan,'STUDENTS',nan,'Regular',nan,456.29000000000002,239889
827,nan,nan,'Facilities & Maintenance','NON-PROJECT',nan,'Custodian-Part Time ',nan,'CONTRA BENEFITS','Benefits','PreK-12 Operating','UNDESIGNATED','Custodian','NO_LABEL','EMPLOYEE BENEFITS','School','School Reported','Unspecified','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,-36.5,239941
828,nan,nan,'Untracked Budget Set-Aside','Direction Of Support Services - Pupils *','Special Trust',nan,nan,'Other Professional and Technical Services','Contracted Services','PreK-12 Operating',nan,'Non-Position','Non PreK',nan,'Non-School','Shared Services','Unspecified','Support Services--Pupils','Professional And Technical Services *','-BEYOND THE WALLS',nan,nan,nan,-2485.1199999999999,239960
829,nan,"'""Human Resources, Administration""'",'Recruitment','Curriculum Development And Instructional Staff Dev','General Operating Fund',"'TEACHER, REGULAR'",'Undistributed','Salaries And Wages For Teachers And Other Professi','Other Compensation/Stipend','PreK-12 Operating','TEACHER BACHELOR','Teacher','Non PreK','Undistributed','Non-School','Shared Services','Unspecified','Operations','Extra Duty Wages','COOPERATING TEACHER STIPEND',nan,nan,nan,248.97999999999999,240185
830,nan,nan,'Food Services','SCHOOL NUTRITION','School Nutrition Service Fund',nan,nan,'SUPPLIES','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','Misc','School','School Reported','NO_LABEL','SCHOOL NUTRITION SERVICE',nan,nan,nan,nan,nan,107.31,240597
831,1.0,'All Campus Payroll','Physical Health & Services','Instruction','General Operating Fund',"'SPEC ED,OCCUPATIONAL THERAPIST'",'School ','Salaries And Wages For Teachers And Other Professi','Base Salary/Compensation','PreK-12 Operating','OCCUPATIONAL/PHYSICAL THERP','Occupational Therapist','Non PreK','Services To Students With Disabilities (Special Education)','School','School Reported','Special Education','Operations','Salaries And Wages For Teachers And Other Professi','REGULAR PAY',nan,nan,nan,71294.7114917,240780
832,nan,nan,'Aides Compensation','EMPLOYEE RETIREMENT',nan,'Early Childhood Education ',nan,'RETIREMENT CONTRIB.','Benefits','PreK-12 Operating','UNDESIGNATED','TA','PreK','EMPLOYEE BENEFITS','School','School Reported','PreK','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,278.99000000000001,242480
833,nan,nan,'Other Non-Compensation','SCHOOL IMPROVEMENT GRANT',nan,'(blank)',nan,'CONSULTANT SERVICES','Contracted Services','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','SUPPORT SERVICES - STUDENTS','School','School Reported','Unspecified','FEDERAL GDPG FUND - FY ',nan,'STUDENTS',nan,'Regular',nan,5500.25,242813
834,nan,'Instruction And Curriculum','Professional Development','Curriculum Development And Instructional Staff Dev',"'""Title  Part A Improving Basic Programs""'",nan,'School ','Consultants','Contracted Services','PreK-12 Operating',nan,'NO_LABEL','Non PreK',"'""Title I, Part A Schoolwide Activities Related To State Comp'",'School','School Reported','Poverty',nan,'Consultants',nan,'CONTRACTED SERVICES',nan,nan,480.06999999999999,243917
835,nan,nan,'Career & Academic Counseling','TITLE I',nan,"'School Counselor, Midd Sch '",nan,'ADDITIONAL/EXTRA DUTY PAY/STIP','Other Compensation/Stipend','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Guidance Counselor','NO_LABEL','GENERAL HIGH SCHOOL EDUCATION','School','School Reported','Poverty','FEDERAL GDPG FUND - FY ',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,194.09048000000001,244859
836,nan,nan,'Library & Media','INSTRUCTIONAL MEDIA SERVICES  ','GENERAL FUND                  ','LIBRARY/MEDIA SPECIALIST-MID  ','School ','BONUSES                       ','Other Compensation/Stipend','PreK-12 Operating',nan,'Librarian','NO_LABEL',nan,'School','School Reported','Unspecified',nan,nan,'SCHOOL RECOGNITION            ',nan,nan,nan,1049.7800000000002,245284
837,nan,nan,'Facilities & Maintenance','NON-PROJECT',nan,'Custodian - PT -  Jobs ',nan,'CONTRA BENEFITS','Benefits','PreK-12 Operating','UNDESIGNATED','Custodian','NO_LABEL','EMPLOYEE BENEFITS','School','School Reported','Unspecified','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,-28.399999999999999,245592
838,nan,nan,'Teacher Compensation','NON-PROJECT',nan,'Teacher Secondary (Middle) ',nan,'CONTRA BENEFITS','Benefits','PreK-12 Operating','UNDESIGNATED','Teacher','NO_LABEL','EMPLOYEE BENEFITS','School','School Reported','Unspecified','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,-182.06999999999999,245771
839,1.0,'Textbook Warehouse Department','Research & Accountability','Facilities Maintenance And Operations','General Operating Fund',"'CLERICAL,WAREHOUSE/RECEIVING'",'Undistributed','Salaries Or Wages For Support Personnel','Base Salary/Compensation','PreK-12 Operating','CO CLERICAL','Sec/Clerk/Other Admin','Non PreK','Undistributed','Non-School','Leadership & Management','Unspecified','Operations','Salaries Or Wages For Support Personnel','REGULAR PAY',nan,nan,nan,30805.8851182,246067
840,nan,nan,'Other Non-Compensation','EXCEPTIONAL                   ','GENERAL FUND                  ',nan,'School ','RENTALS                       ','Rent/Utilities','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL',nan,'School','School Reported','Special Education',nan,nan,'SCHOOL OPERATING ACCOUNT      ',nan,nan,nan,145.31999999999999,246249
841,nan,nan,'Physical Health & Services','EMPLOYEE RETIREMENT',nan,'Speech Language Pathologst ','SPECIAL EDUCATION','RETIREMENT CONTRIB.','Benefits','PreK-12 Operating','UNDESIGNATED','Speech Therapist','NO_LABEL','EMPLOYEE BENEFITS','Non-School','School on Central Budgets','Special Education','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,1317.0799999999999,246406
842,nan,'Instruction And Curriculum','Extended Time & Tutoring','Instruction','General Operating Fund',"'TEACHER, REGULAR'",'Summer School','Salaries And Wages For Teachers And Other Professi','Other Compensation/Stipend','PreK-12 Operating','TEACHER BACHELOR','Teacher','Non PreK',"'""Title I, Part A Schoolwide Activities Related To State Comp'",'Non-School','Shared Services','At Risk','State Ed. Allotment','Extended Year','EXTENDED YEAR',nan,nan,nan,2925.0911146399999,246410
